sku,sale_date,purchase_date,product_description,manager,purchase_price_uah,sale_price_uah,margin_uah,missing_sale_date,missing_purchase_date,missing_sku,sale_year,usd_rate,purchase_price_usd,sale_price_usd,margin_usd
6525.0,2023-08-28,2023-08-04,lenovo 14 n5030 4 ssd128,manager_2,4220.0,6300.0,2080,False,False,False,2023.0,38.5,109.6103896103896,163.63636363636363,54.02597402597402
6553.0,2023-08-28,2023-08-24,asus vivo i3 6006u 8 ssd128 mx110,manager_2,6781.0,8500.0,1719,False,False,False,2023.0,38.5,176.12987012987014,220.7792207792208,44.64935064935065
6509.0,2023-08-30,2023-07-24,dell i7 4500u 8 1tb gf750 tehnos отказ жду возврат,manager_3,7500.0,7500.0,0,False,False,False,2023.0,38.5,194.80519480519482,194.80519480519482,0.0
6505.0,2023-08-31,2023-07-19,lenovo i3 8145u 8 ssd512 mx230,manager_3,6308.0,9400.0,3092,False,False,False,2023.0,38.5,163.84415584415584,244.15584415584416,80.31168831168831
6542.0,2023-08-31,2023-08-16,lenovo i5 8300h 8 ssd256 gtx 1050 2gb,manager_3,10370.0,12400.0,2030,False,False,False,2023.0,38.5,269.35064935064935,322.0779220779221,52.72727272727273
6315.0,2023-08-31,2023-04-12,lenovo pen 5000 4 ssd256 int tehn,manager_3,6366.0,7900.0,1534,False,False,False,2023.0,38.5,165.35064935064935,205.19480519480518,39.84415584415584
6522.0,2023-08-31,2023-08-02,acer i3 10110u 8 ssd256 mx230,manager_3,10400.0,12500.0,2100,False,False,False,2023.0,38.5,270.12987012987014,324.6753246753247,54.54545454545455
6547.0,2023-08-31,2023-08-22,xiaomi radmibook i3 1115g4 8 ssd256,manager_3,10881.0,13500.0,2619,False,False,False,2023.0,38.5,282.6233766233766,350.64935064935065,68.02597402597402
,,,dell i7-i5 5600 8 240 nv840 i7,manager_1,6600.0,8900.0,2300,True,True,True,,,,,
6500.0,2023-08-31,2023-07-15,acer ryzen 5 5500u 8 ssd512 gtx1650,manager_2,16520.0,19900.0,3380,False,False,False,2023.0,38.5,429.09090909090907,516.8831168831168,87.79220779220779
6516.0,2023-08-31,2023-07-27,lenovo i5 8250u 8 1tb rad tehn,manager_3,8276.0,11500.0,3224,False,False,False,2023.0,38.5,214.96103896103895,298.7012987012987,83.74025974025975
6266.0,2023-08-31,2023-03-20,lenovo 5405 8 500 mx110,manager_2,8820.0,9800.0,980,False,False,False,2023.0,38.5,229.0909090909091,254.54545454545453,25.454545454545453
6491.0,2023-08-31,2023-07-12,lenovo thinkbook 14 i5 826u 16 ssd256 rad 540x,manager_3,8628.0,12700.0,4072,False,False,False,2023.0,38.5,224.1038961038961,329.87012987012986,105.76623376623377
6275.0,2023-08-31,2023-03-28,hp i3 7020 12 ssd120 r5 2gb,manager_2,7398.0,9500.0,2102,False,False,False,2023.0,38.5,192.15584415584416,246.75324675324674,54.5974025974026
6556.0,2023-09-01,2023-08-26,lenovo i5 6200 6 ssd240 r5,manager_2,5551.0,7900.0,2349,False,False,False,2023.0,38.5,144.1818181818182,205.19480519480518,61.01298701298701
6564.0,2023-09-01,2023-08-28,lenovo y520 i5 7300 8 1tb ssd256 gtx1050,manager_3,10367.0,12900.0,2533,False,False,False,2023.0,38.5,269.27272727272725,335.06493506493507,65.79220779220779
6267.0,2023-09-01,2023-03-20,xbox x,unknown_manager,11500.0,16500.0,5000,False,False,False,2023.0,38.5,298.7012987012987,428.57142857142856,129.87012987012986
6430.0,2023-09-01,2023-06-05,lenovo 14 ryz 5 3500u 8 ssd256,manager_2,7273.0,9791.0,2518,False,False,False,2023.0,38.5,188.9090909090909,254.3116883116883,65.40259740259741
6535.0,2023-09-01,2023-08-12,lenovo i5 8300h 20 ssd256 gtx1050,manager_3,9870.0,12761.0,2891,False,False,False,2023.0,38.5,256.3636363636364,331.45454545454544,75.0909090909091
6304.0,2023-09-02,2023-04-07,asus i5 4200h 4 ssd240 gtx950 tehn,manager_3,8678.0,10600.0,1922,False,False,False,2023.0,38.5,225.4025974025974,275.3246753246753,49.922077922077925
6557.0,2023-09-02,2023-08-26,dell 14 i5 6440hq 8 ssd256 int,manager_2,5348.0,8000.0,2652,False,False,False,2023.0,38.5,138.9090909090909,207.7922077922078,68.88311688311688
6568.0,2023-09-02,2023-08-31,acer nitro i5 10300 8 ssd256 rtx3050 tehn,manager_1,22500.0,25900.0,3400,False,False,False,2023.0,38.5,584.4155844155844,672.7272727272727,88.31168831168831
6567.0,2023-09-02,2023-08-31,lenovo i5 10300h 8 ssd256 gtx 1650,manager_1,16517.0,20600.0,4083,False,False,False,2023.0,38.5,429.012987012987,535.0649350649351,106.05194805194805
6109.0,2023-09-02,2023-01-02,hp ryz 5 3500 8 256 burd,manager_1,10200.0,11900.0,1700,False,False,False,2023.0,38.5,264.93506493506493,309.09090909090907,44.15584415584416
6534.0,2023-09-04,2023-08-12,macbook 12 core m 8 ssd256,manager_3,9357.0,12000.0,2643,False,False,False,2023.0,38.5,243.03896103896105,311.68831168831167,68.64935064935065
6249.0,2023-09-06,2023-03-07,acer i5 10035 12 ssd256 mx330,manager_2,15000.0,14900.0,-100,False,False,False,2023.0,38.5,389.61038961038963,387.012987012987,-2.5974025974025974
6563.0,2023-09-06,2023-08-28,acer pen 3700 4 500 int,manager_2,3708.0,5300.0,1592,False,False,False,2023.0,38.5,96.31168831168831,137.66233766233765,41.35064935064935
6566.0,2023-09-06,2023-08-31,apple macbook air 13 2014 i5 4 ssd120,manager_2,6239.0,8300.0,2061,False,False,False,2023.0,38.5,162.05194805194805,215.58441558441558,53.532467532467535
6585.0,2023-09-06,2023-09-04,lenovo i5 10300h 8 ssd512 gtx1650 tehn,manager_3,17763.0,20700.0,2937,False,False,False,2023.0,38.5,461.3766233766234,537.6623376623377,76.28571428571429
6261.0,2023-09-06,2023-03-15,hp x360 4415u 8 ssd256,manager_2,7910.0,7900.0,-10,False,False,False,2023.0,38.5,205.45454545454547,205.19480519480518,-0.2597402597402597
6427.0,2023-09-06,2023-06-03,lenovo n5000 4 500 int,manager_2,4938.0,6900.0,1962,False,False,False,2023.0,38.5,128.25974025974025,179.2207792207792,50.96103896103896
6329.0,2023-09-06,2023-04-14,пк ryz 5 4500 16 512 1080,unknown_manager,6000.0,9500.0,3500,False,False,False,2023.0,38.5,155.84415584415584,246.75324675324674,90.9090909090909
6581.0,2023-09-06,2023-09-02,mac m2 tehnos,unknown_manager,31995.0,31995.0,0,False,False,False,2023.0,38.5,831.038961038961,831.038961038961,0.0
6378.0,2023-09-08,2023-05-09,lenovo athlon 3050 4 1tb int,manager_2,6065.0,8500.0,2435,False,False,False,2023.0,38.5,157.53246753246754,220.7792207792208,63.246753246753244
6119.0,2023-09-08,2023-01-06,acer 17 n4200 8 ssd500 int,manager_2,7295.0,8500.0,1205,False,False,False,2023.0,38.5,189.4805194805195,220.7792207792208,31.2987012987013
6392.0,2023-09-08,2023-05-17,lenovo athlon 3050 4 ssd128 int,manager_2,7265.0,9500.0,2235,False,False,False,2023.0,38.5,188.7012987012987,246.75324675324674,58.05194805194805
6250.0,2023-09-08,2023-03-07,asus 17 n5000 8 1000 mx110,manager_2,8103.0,9900.0,1797,False,False,False,2023.0,38.5,210.46753246753246,257.14285714285717,46.675324675324674
6578.0,2023-09-08,2023-09-02,lenovo i7 4700hq 16 ssd256 k1100,manager_3,8935.0,11500.0,2565,False,False,False,2023.0,38.5,232.07792207792207,298.7012987012987,66.62337662337663
6595.0,2023-09-08,2023-09-06,macbook 12 core m 8 ssd256 int,manager_3,10365.0,12500.0,2135,False,False,False,2023.0,38.5,269.2207792207792,324.6753246753247,55.45454545454545
6179.0,2023-09-09,2023-01-28,lenovo 17 3558 4 500 int,manager_2,5215.0,6700.0,1485,False,False,False,2023.0,38.5,135.45454545454547,174.02597402597402,38.57142857142857
6303.0,2023-09-09,2023-04-07,ps 4 slim 1tb tehn,manager_3,7830.0,8500.0,670,False,False,False,2023.0,38.5,203.37662337662337,220.7792207792208,17.4025974025974
6576.0,2023-09-09,2023-09-02,hp cel 3060 8 ssd256 int,manager_2,3678.0,5000.0,1322,False,False,False,2023.0,38.5,95.53246753246754,129.87012987012986,34.33766233766234
6508.0,2023-09-09,2023-07-22,lenovo i5 1035g1 12 ssd256 mx330,manager_3,10883.0,14500.0,3617,False,False,False,2023.0,38.5,282.6753246753247,376.6233766233766,93.94805194805195
6482.0,2023-09-14,2023-07-05,msi rtx 3090 ti 24gb,unknown_manager,24000.0,29000.0,5000,False,False,False,2023.0,38.5,623.3766233766233,753.2467532467532,129.87012987012986
6192.0,2023-09-14,2023-02-10,dell i7 8565 8 500 mx130,manager_1,13500.0,14500.0,1000,False,False,False,2023.0,38.5,350.64935064935065,376.6233766233766,25.974025974025974
6577.0,2023-09-14,2023-09-02,asus vivo pen 4417u 12 1tb 128ssd gf 930,manager_2,6490.0,8900.0,2410,False,False,False,2023.0,38.5,168.57142857142858,231.16883116883116,62.5974025974026
6340.0,2023-09-14,2023-04-20,asus i3 5005u 6 ssd128 gf920mx,manager_2,6103.0,7800.0,1697,False,False,False,2023.0,38.5,158.5194805194805,202.5974025974026,44.077922077922075
6330.0,2023-09-14,2023-04-18,lenovo 17 pen 4405 4 500 int tehn,manager_3,5110.0,7900.0,2790,False,False,False,2023.0,38.5,132.72727272727272,205.19480519480518,72.46753246753246
6017.0,2023-09-14,2022-12-03,lenovo 14 i5 5300 4 ssd128,manager_2,5430.0,6500.0,1070,False,False,False,2023.0,38.5,141.03896103896105,168.83116883116884,27.792207792207794
6339.0,2023-09-14,2023-04-20,hp 14 a9 9425 12 ssd128 int,manager_2,5758.0,7800.0,2042,False,False,False,2023.0,38.5,149.55844155844156,202.5974025974026,53.03896103896104
6591.0,2023-09-14,2023-09-06,hp 11 n5000 4 ssd128,manager_2,4015.0,5600.0,1585,False,False,False,2023.0,38.5,104.28571428571429,145.45454545454547,41.16883116883117
6370.0,2023-09-14,2023-05-02,dell i7-i5 5600 8 240 nv840 i7 1шт 6600 i,manager_1,6905.0,8800.0,1895,False,False,False,2023.0,38.5,179.35064935064935,228.57142857142858,49.22077922077922
6540.0,2023-09-14,2023-08-16,tv supra lc1625,unknown_manager,400.0,1300.0,900,False,False,False,2023.0,38.5,10.38961038961039,33.76623376623377,23.376623376623378
5722.0,2023-09-14,2022-09-09,монітор dell se2422h,manager_1,4000.0,4800.0,800,False,False,False,2023.0,38.5,103.8961038961039,124.67532467532467,20.77922077922078
6565.0,2023-09-14,2023-08-31,фотик sony dsc-h400,unknown_manager,1500.0,2960.0,1460,False,False,False,2023.0,38.5,38.96103896103896,76.88311688311688,37.922077922077925
6560.0,2023-09-17,2023-08-28,hp a9 9425 8 1tb r5 tehn 01.09 отказ жду,unknown_manager,3990.0,3990.0,0,False,False,False,2023.0,38.5,103.63636363636364,103.63636363636364,0.0
6619.0,2023-09-17,2023-09-17,asus 17 pen 4200 4 1tb tehn отказ,unknown_manager,5090.0,5090.0,0,False,False,False,2023.0,38.5,132.2077922077922,132.2077922077922,0.0
6583.0,2023-09-17,2023-09-03,acer swift3 ryz 3 4300u 8 ssd256 tehn отказ жду денег,manager_3,7800.0,7800.0,0,False,False,False,2023.0,38.5,202.5974025974026,202.5974025974026,0.0
6559.0,2023-09-17,2023-08-28,hp ryzen 3 4300u 8 ssd256 int tehn жду возврат,unknown_manager,10500.0,10500.0,0,False,False,False,2023.0,38.5,272.72727272727275,272.72727272727275,0.0
6588.0,2023-09-17,2023-09-05,asus i5 7300 16 1tb ssd120 gtx1050 teh отказ 05.09,unknown_manager,13995.0,13995.0,0,False,False,False,2023.0,38.5,363.5064935064935,363.5064935064935,0.0
6574.0,2023-09-17,2023-09-01,lenovo cel 3060 4 80hdd tehn паша карта отказ 05/09,manager_3,2592.0,2592.0,0,False,False,False,2023.0,38.5,67.32467532467533,67.32467532467533,0.0
6573.0,2023-09-17,2023-09-01,dell i7 8550 8 ssd256 rad 520 tehn pavel card отказ 05/09,manager_3,9153.0,9153.0,0,False,False,False,2023.0,38.5,237.74025974025975,237.74025974025975,0.0
5861.0,2023-09-18,2022-10-18,gatewey 17 a4 500 6 250 int tehn,manager_3,5638.0,5831.0,193,False,False,False,2023.0,38.5,146.44155844155844,151.45454545454547,5.012987012987013
6618.0,2023-09-18,2023-09-14,hp ryzen 5 3550h 16 ssd512 gtx 1050,manager_3,11000.0,14500.0,3500,False,False,False,2023.0,38.5,285.7142857142857,376.6233766233766,90.9090909090909
6541.0,2023-09-18,2023-08-16,sony pen 2117 4 500 int,manager_2,4668.0,4900.0,232,False,False,False,2023.0,38.5,121.24675324675324,127.27272727272727,6.025974025974026
6584.0,2023-09-18,2023-09-04,apple macbook pro a2338 m1 8 ssd256 tehn,manager_3,29079.0,33000.0,3921,False,False,False,2023.0,38.5,755.2987012987013,857.1428571428571,101.84415584415585
6602.0,2023-09-18,2023-09-08,моноблок 20 pen j5040 8 ssd128,manager_2,5285.0,7900.0,2615,False,False,False,2023.0,38.5,137.27272727272728,205.19480519480518,67.92207792207792
6423.0,2023-09-19,,lenovo 14 i3 10110 8 ssd128 int,manager_3,7323.0,9800.0,2477,False,True,False,2023.0,38.5,190.2077922077922,254.54545454545453,64.33766233766234
6613.0,2023-09-19,2023-09-14,lenovo 17 i5 1035g1 8 ssd256 mx330,manager_3,8876.0,12500.0,3624,False,False,False,2023.0,38.5,230.54545454545453,324.6753246753247,94.12987012987013
6611.0,2023-09-19,2023-09-14,apple macbook m3 8 ssd256 euro,manager_3,300.0,,-300,False,False,False,2023.0,38.5,7.792207792207792,,-7.792207792207792
6601.0,2023-09-19,2023-09-08,huawei 14 i5 10210 8 ssd512 int,manager_3,9388.0,12500.0,3112,False,False,False,2023.0,38.5,243.84415584415584,324.6753246753247,80.83116883116882
6248.0,2023-09-19,2023-03-04,asus 4417u 8 ssd256 mx110,manager_2,8308.0,9327.0,1019,False,False,False,2023.0,38.5,215.7922077922078,242.25974025974025,26.467532467532468
5050.0,2023-09-21,2021-10-18,lenovo t440 i5 4300m 4 ssd120,manager_4,5300.0,7300.0,2000,False,False,False,2023.0,38.5,137.66233766233765,189.6103896103896,51.94805194805195
6571.0,2023-09-21,2023-08-31,hp e2 9000 16 ssd480,unknown_manager,4000.0,6500.0,2500,False,False,False,2023.0,38.5,103.8961038961039,168.83116883116884,64.93506493506493
6596.0,2023-09-21,2023-09-06,asus n5000 4 ssd120 mx110 экран разбит,unknown_manager,4268.0,7500.0,3232,False,False,False,2023.0,38.5,110.85714285714286,194.80519480519482,83.94805194805195
6570.0,2023-09-21,2023-08-31,моноблок hp 23-q055no i5 4460 8 1tb rad r7 4gb,manager_2,6646.0,8900.0,2254,False,False,False,2023.0,38.5,172.62337662337663,231.16883116883116,58.54545454545455
6626.0,2023-09-21,2023-09-18,моноблок 22 hp ryz 5 4500u 8 ssd256 int,manager_2,10408.0,14900.0,4492,False,False,False,2023.0,38.5,270.3376623376623,387.012987012987,116.67532467532467
6620.0,2023-09-23,2023-09-17,asus n5000 4 500 tehn отказ жду денег,unknown_manager,3290.0,3290.0,0,False,False,False,2023.0,38.5,85.45454545454545,85.45454545454545,0.0
6493.0,2023-09-23,2023-07-13,asus n3700 4 1tb gf810,unknown_manager,4425.0,6600.0,2175,False,False,False,2023.0,38.5,114.93506493506493,171.42857142857142,56.493506493506494
6230.0,2023-09-23,2023-03-02,hp 14 snapdragon 7c 4 ssd120,manager_2,7039.0,8500.0,1461,False,False,False,2023.0,38.5,182.83116883116884,220.7792207792208,37.94805194805195
6612.0,2023-09-23,2023-09-14,macbook air 13 2015 i5 4 ssd120,manager_2,7470.0,9500.0,2030,False,False,False,2023.0,38.5,194.02597402597402,246.75324675324674,52.72727272727273
6548.0,2023-09-23,2023-08-22,lenovo 14 a12 9800b 8 ssd256,manager_2,5109.0,7500.0,2391,False,False,False,2023.0,38.5,132.7012987012987,194.80519480519482,62.103896103896105
6623.0,2023-09-23,2023-09-18,dell i3 8130 8 ssd128 int,manager_2,5245.0,7500.0,2255,False,False,False,2023.0,38.5,136.23376623376623,194.80519480519482,58.57142857142857
5025.0,2023-09-23,2021-12-04,lenovo x270 i5 7300 8 256,manager_4,3089.0,3059.0,-30,False,False,False,2023.0,38.5,80.23376623376623,79.45454545454545,-0.7792207792207793
6592.0,2023-09-26,2023-09-06,lenovo 17 i5 9300 8 1tb ssd256 gtx1650,manager_2,16517.0,19900.0,3383,False,False,False,2023.0,38.5,429.012987012987,516.8831168831168,87.87012987012987
6607.0,2023-09-26,2023-09-09,hp i5 1035g1 8 ssd256 mx250 tehn,manager_3,11180.0,14500.0,3320,False,False,False,2023.0,38.5,290.38961038961037,376.6233766233766,86.23376623376623
6200.0,2023-09-26,2023-02-15,lenovo n4200 4 500,manager_2,5092.0,6900.0,1808,False,False,False,2023.0,38.5,132.25974025974025,179.2207792207792,46.96103896103896
6569.0,2023-09-26,2023-08-31,dell allienware i7 6700 16 1tb ssd256 gtx 1060,manager_1,16517.0,22500.0,5983,False,False,False,2023.0,38.5,429.012987012987,584.4155844155844,155.4025974025974
6627.0,2023-09-26,2023-09-18,lenovo 17 g780 b980 4 ssd240 gf635,unknown_manager,2300.0,4500.0,2200,False,False,False,2023.0,38.5,59.74025974025974,116.88311688311688,57.142857142857146
6575.0,2023-09-26,2023-09-01,asus rog i7 7700hq 16 1tb ssd256 gtx1070 tehn,manager_3,16718.0,19400.0,2682,False,False,False,2023.0,38.5,434.23376623376623,503.8961038961039,69.66233766233766
6631.0,2023-09-29,2023-09-19,hp cel 3050 4 ssd256,unknown_manager,2750.0,4700.0,1950,False,False,False,2023.0,38.5,71.42857142857143,122.07792207792208,50.64935064935065
6609.0,2023-09-29,2023-09-13,lenovo cel 2957u 4 ssd256 rad r5 euro,manager_3,2753.0,5435.0,2682,False,False,False,2023.0,38.5,71.50649350649351,141.16883116883116,69.66233766233766
5767.0,2023-09-29,2022-09-14,hp 830 g5 14 i5 8 8 ssd128,manager_3,8988.0,9500.0,512,False,False,False,2023.0,38.5,233.45454545454547,246.75324675324674,13.2987012987013
6599.0,2023-09-29,2023-09-08,asus c220 1 250,unknown_manager,500.0,1000.0,500,False,False,False,2023.0,38.5,12.987012987012987,25.974025974025974,12.987012987012987
6321.0,2023-09-29,2023-04-14,lenovo pen 5405 4 500 int,manager_2,4240.0,6900.0,2660,False,False,False,2023.0,38.5,110.12987012987013,179.2207792207792,69.0909090909091
5768.0,2023-09-30,2022-09-14,hp 830 g5 14 i5 8 8 ssd128,manager_3,9388.0,10500.0,1112,False,False,False,2023.0,38.5,243.84415584415584,272.72727272727275,28.883116883116884
6593.0,2023-09-30,2023-09-06,macbook pro 13 2015 i5 8 128,manager_2,7295.0,12500.0,5205,False,False,False,2023.0,38.5,189.4805194805195,324.6753246753247,135.19480519480518
6625.0,2023-09-30,2023-09-18,asus cel 2830 4 500 int,manager_2,2888.0,4445.0,1557,False,False,False,2023.0,38.5,75.01298701298701,115.45454545454545,40.44155844155844
6475.0,2023-09-30,2023-07-03,lenovo thinkbook 14 ryzen 5 5500u 8 ssd256,manager_3,10100.0,15600.0,5500,False,False,False,2023.0,38.5,262.3376623376623,405.1948051948052,142.85714285714286
6579.0,2023-09-30,2023-09-02,asus strix ryz 7 5800h 16 ssd 1tb rtx 3050ti,manager_1,27795.0,32900.0,5105,False,False,False,2023.0,38.5,721.9480519480519,854.5454545454545,132.5974025974026
6558.0,2023-09-30,2023-08-27,xiaomi i5 8250u 8 ssd256 mx150 euroshop,manager_3,9869.0,12900.0,3031,False,False,False,2023.0,38.5,256.3376623376623,335.06493506493507,78.72727272727273
6562.0,2023-09-30,2023-08-28,acer 14 i3 10110u 8 ssd256+ssd480 int,manager_3,8626.0,11000.0,2374,False,False,False,2023.0,38.5,224.05194805194805,285.7142857142857,61.66233766233766
6594.0,2023-09-30,2023-09-06,acer predator ryz 5 2600 16 ssd512 rad vega 56,manager_1,18566.0,24800.0,6234,False,False,False,2023.0,38.5,482.23376623376623,644.1558441558442,161.92207792207793
5629.0,2023-09-30,2022-08-29,acer 12 n5000 4 ssd64,manager_2,4102.0,5900.0,1798,False,False,False,2023.0,38.5,106.54545454545455,153.24675324675326,46.701298701298704
6580.0,2023-09-30,2023-09-02,asus strix ryz 7 4800h 16 ssd512 rtx 3060,manager_1,30600.0,36500.0,5900,False,False,False,2023.0,38.5,794.8051948051948,948.0519480519481,153.24675324675326
6621.0,2023-10-02,2023-09-17,iphone 14 plus 128 tehn,unknown_manager,30600.0,30600.0,0,False,False,False,2023.0,38.5,794.8051948051948,794.8051948051948,0.0
6600.0,2023-10-03,2023-09-08,hp 17 a9 9420 16 ssd256 int,manager_2,5860.0,8500.0,2640,False,False,False,2023.0,38.5,152.2077922077922,220.7792207792208,68.57142857142857
6519.0,2023-10-03,2023-07-31,ps 5 2 joy tehn,manager_3,15015.0,18800.0,3785,False,False,False,2023.0,38.5,390.0,488.31168831168833,98.31168831168831
6656.0,2023-10-03,2023-09-30,моноблок hp 24 i3 1135g4 8 ssd256,manager_2,10410.0,14500.0,4090,False,False,False,2023.0,38.5,270.38961038961037,376.6233766233766,106.23376623376623
6629.0,2023-10-03,2023-09-19,lenovo i3 1005g 8 ssd256 mx 330,manager_3,10481.0,12900.0,2419,False,False,False,2023.0,38.5,272.23376623376623,335.06493506493507,62.83116883116883
6206.0,2023-10-03,2023-02-18,hp 14 athlon 3050 4 128,manager_2,7910.0,8100.0,190,False,False,False,2023.0,38.5,205.45454545454547,210.3896103896104,4.935064935064935
6257.0,2023-10-03,2023-03-10,acer i5 10210u 8 ssd 1tb mx230,manager_2,14983.0,15200.0,217,False,False,False,2023.0,38.5,389.16883116883116,394.8051948051948,5.636363636363637
6654.0,2023-10-03,2023-09-30,acer swift 14 ryz 3 4300 8 ssd256 int,manager_3,8318.0,11900.0,3582,False,False,False,2023.0,38.5,216.05194805194805,309.09090909090907,93.03896103896103
6628.0,2023-10-05,2023-09-19,lenovo i5 8265u 8 ssd500 mx230,manager_3,9343.0,12365.0,3022,False,False,False,2023.0,38.5,242.67532467532467,321.16883116883116,78.49350649350649
6501.0,2023-10-05,2023-07-15,acer predator i7 7700 16 ssd1tb ssd128 gtx 1070 8gb,manager_2,20120.0,27500.0,7380,False,False,False,2023.0,38.5,522.5974025974026,714.2857142857143,191.6883116883117
6361.0,2023-10-05,2023-04-28,lenovo n5000 8 500 rad 530,manager_2,6565.0,8800.0,2235,False,False,False,2023.0,38.5,170.5194805194805,228.57142857142858,58.05194805194805
6459.0,2023-10-05,2023-06-24,lenovo 14 ryzen 3pro 4450u 4 ssd256,manager_2,7090.0,9500.0,2410,False,False,False,2023.0,38.5,184.15584415584416,246.75324675324674,62.5974025974026
,,,hp i5 1035g1 8 ssd256 int 3шт 8809,manager_2,8809.0,11000.0,2191,True,True,True,,,,,
6434.0,2023-10-05,2023-06-05,asus i3 6006 8 ssd500 gf920 burd,manager_1,6260.0,8300.0,2040,False,False,False,2023.0,38.5,162.5974025974026,215.58441558441558,52.98701298701299
6622.0,2023-10-05,2023-09-18,macbook air 13 2017 i5 8 ssd128,manager_2,7808.0,11500.0,3692,False,False,False,2023.0,38.5,202.80519480519482,298.7012987012987,95.8961038961039
6587.0,2023-10-05,2023-09-04,acer a10 9620p 16 ssd480 rad rx500,manager_2,7470.0,10500.0,3030,False,False,False,2023.0,38.5,194.02597402597402,272.72727272727275,78.7012987012987
6605.0,2023-10-07,2023-09-09,dell g15 rayz 5 5600h 16 ssd512 rtx 3050,manager_1,19665.0,25500.0,5835,False,False,False,2023.0,38.5,510.7792207792208,662.3376623376623,151.55844155844156
6634.0,2023-10-07,2023-09-21,dell i7 7500 8 ssd500 rad r7 4gb,manager_2,5962.0,9500.0,3538,False,False,False,2023.0,38.5,154.85714285714286,246.75324675324674,91.8961038961039
,,,hp i5 1035g1 8 ssd256 int 2шт 8809,manager_2,8809.0,10900.0,2091,True,True,True,,,,,
6651.0,2023-10-10,2023-09-29,hp i5 7300hq 16 ssd512 gtx 1050 tehn отказ 03.10,manager_3,13050.0,13050.0,0,False,False,False,2023.0,38.5,338.961038961039,338.961038961039,0.0
,,,hp 11 n5000 4 ssd120 int 2шт,manager_2,3595.0,5400.0,1805,True,True,True,,,,,
6555.0,2023-10-10,2023-08-24,asus 14 i3 1115g4 8 ssd256 int,manager_3,8626.0,10900.0,2274,False,False,False,2023.0,38.5,224.05194805194805,283.1168831168831,59.064935064935064
6630.0,2023-10-10,2023-09-19,dell n5000 4 ssd240 1tb int,manager_2,5244.0,7000.0,1756,False,False,False,2023.0,38.5,136.2077922077922,181.8181818181818,45.61038961038961
6662.0,2023-10-10,2023-10-03,dell 14 i5 7200 8 ssd128,manager_2,5087.0,7000.0,1913,False,False,False,2023.0,38.5,132.12987012987014,181.8181818181818,49.688311688311686
6396.0,2023-10-10,2023-05-18,dell 14 i5 5300u 8 ssd128,unknown_manager,4000.0,6000.0,2000,False,False,False,2023.0,38.5,103.8961038961039,155.84415584415584,51.94805194805195
6606.0,2023-10-12,2023-09-09,macbook pro 2015 8 ssd120 6100,manager_3,8523.0,10900.0,2377,False,False,False,2023.0,38.5,221.37662337662337,283.1168831168831,61.74025974025974
6617.0,2023-10-12,2023-09-14,asus tuf i5 11300h 16 ssd512 rtx3060,manager_1,26540.0,33000.0,6460,False,False,False,2023.0,38.5,689.3506493506494,857.1428571428571,167.7922077922078
6642.0,2023-10-14,2023-09-26,macbook air 13 2014 i5 4 ssd128,manager_2,5757.0,7800.0,2043,False,False,False,2023.0,38.5,149.53246753246754,202.5974025974026,53.064935064935064
6660.0,2023-10-14,2023-10-03,acer nitro i5 8300 8 1tb ssd128 gtx 1050,unknown_manager,13000.0,15900.0,2900,False,False,False,2023.0,38.5,337.6623376623377,412.987012987013,75.32467532467533
6650.0,2023-10-14,2023-09-29,asus i5 10300h 16 ssd512 gtx1650 tehn,manager_3,18445.0,21900.0,3455,False,False,False,2023.0,38.5,479.09090909090907,568.8311688311688,89.74025974025975
6674.0,2023-10-14,2023-10-12,acer 17 i5 10300h 32 1tb ssd256 gtx 1650ti,unknown_manager,18000.0,21275.0,3275,False,False,False,2023.0,38.5,467.53246753246754,552.5974025974026,85.06493506493507
5769.0,2023-10-14,2022-09-14,hp 830 g5 14 i5 8 8 ssd128,manager_3,9388.0,10700.0,1312,False,False,False,2023.0,38.5,243.84415584415584,277.9220779220779,34.077922077922075
6645.0,2023-10-14,2023-09-29,hp 11 n5000 4 ssd120 int 1шт,manager_2,3700.0,5900.0,2200,False,False,False,2023.0,38.5,96.1038961038961,153.24675324675326,57.142857142857146
5787.0,2023-10-17,2022-09-20,asus 11 cel 847 2 hdd250 int ремонт,unknown_manager,2700.0,1500.0,-1200,False,False,False,2023.0,38.5,70.12987012987013,38.96103896103896,-31.16883116883117
6653.0,2023-10-17,2023-09-29,lenovo i5 11320h 16 ssd512 rtx3050 tehn,manager_3,22235.0,26300.0,4065,False,False,False,2023.0,38.5,577.5324675324675,683.1168831168832,105.58441558441558
5770.0,2023-10-17,2022-09-14,hp 830 g5 14 i5 8 8 ssd 128 без з/у,manager_3,9128.0,10700.0,1572,False,False,False,2023.0,38.5,237.0909090909091,277.9220779220779,40.83116883116883
6649.0,2023-10-17,2023-09-29,lenovo 12 n4120 4 ssd64,manager_2,3400.0,4900.0,1500,False,False,False,2023.0,38.5,88.31168831168831,127.27272727272727,38.96103896103896
6676.0,2023-10-17,2023-10-12,huawei matebook d14 i3 10110 8 ssd256 int,manager_3,8831.0,11000.0,2169,False,False,False,2023.0,38.5,229.37662337662337,285.7142857142857,56.33766233766234
6616.0,2023-10-20,2023-09-14,acer swift 14 ryz 3 3200 8 ssd256 int,manager_2,8318.0,10500.0,2182,False,False,False,2023.0,38.5,216.05194805194805,272.72727272727275,56.675324675324674
