sku,sale_date,purchase_date,product_description,manager,purchase_price_uah,sale_price_uah,margin_uah,missing_sale_date,missing_purchase_date,missing_sku,sale_year,usd_rate,purchase_price_usd,sale_price_usd,margin_usd,brand,product_category,cpu,cpu_vendor,ram_gb,storage_type,gpu_type,is_gaming_laptop,days_on_market,sale_month
5050,2023-09-21,2021-10-18,lenovo t440 i5 4300m 4 ssd120,manager_4,5300.0,7300.0,2000,False,False,False,2023.0,38.5,137.66233766233765,189.6103896103896,51.94805194805195,lenovo,laptop,i54300,intel,4,ssd,integrated,0,703.0,9
6571,2023-09-21,2023-08-31,hp e2 9000 16 ssd480,unknown_manager,4000.0,6500.0,2500,False,False,False,2023.0,38.5,103.8961038961039,168.83116883116884,64.93506493506493,hp,laptop,unknown,other,16,ssd,integrated,0,21.0,9
6596,2023-09-21,2023-09-06,asus n5000 4 ssd120 mx110 экран разбит,unknown_manager,4268.0,7500.0,3232,False,False,False,2023.0,38.5,110.85714285714286,194.8051948051948,83.94805194805195,asus,laptop,unknown,other,4,ssd,nvidia_mx,0,15.0,9
6570,2023-09-21,2023-08-31,моноблок hp 23-q055no i5 4460 8 1tb rad r7 4gb,manager_2,6646.0,8900.0,2254,False,False,False,2023.0,38.5,172.62337662337663,231.16883116883116,58.54545454545455,unknown,all-in-one,i54460,intel,4,hdd,,0,21.0,9
6626,2023-09-21,2023-09-18,моноблок 22 hp ryz 5 4500u 8 ssd256 int,manager_2,10408.0,14900.0,4492,False,False,False,2023.0,38.5,270.3376623376623,387.012987012987,116.67532467532467,unknown,all-in-one,ryz54500,amd,8,ssd,,0,3.0,9
6620,2023-09-23,2023-09-17,asus n5000 4 500 tehn отказ жду денег,unknown_manager,3290.0,3290.0,0,False,False,False,2023.0,38.5,85.45454545454545,85.45454545454545,0.0,asus,laptop,unknown,other,,hdd,integrated,0,6.0,9
6493,2023-09-23,2023-07-13,asus n3700 4 1tb gf810,unknown_manager,4425.0,6600.0,2175,False,False,False,2023.0,38.5,114.93506493506491,171.42857142857142,56.493506493506494,asus,laptop,unknown,other,,hdd,integrated,0,72.0,9
6230,2023-09-23,2023-03-02,hp 14 snapdragon 7c 4 ssd120,manager_2,7039.0,8500.0,1461,False,False,False,2023.0,38.5,182.83116883116884,220.7792207792208,37.94805194805195,hp,laptop,unknown,other,4,ssd,integrated,0,205.0,9
6612,2023-09-23,2023-09-14,macbook air 13 2015 i5 4 ssd120,manager_2,7470.0,9500.0,2030,False,False,False,2023.0,38.5,194.025974025974,246.7532467532467,52.72727272727273,macbook,laptop,unknown,other,4,ssd,integrated,0,9.0,9
6548,2023-09-23,2023-08-22,lenovo 14 a12 9800b 8 ssd256,manager_2,5109.0,7500.0,2391,False,False,False,2023.0,38.5,132.7012987012987,194.8051948051948,62.103896103896105,lenovo,laptop,a12,amd,8,ssd,integrated,0,32.0,9
6623,2023-09-23,2023-09-18,dell i3 8130 8 ssd128 int,manager_2,5245.0,7500.0,2255,False,False,False,2023.0,38.5,136.23376623376623,194.8051948051948,58.57142857142857,dell,laptop,i38130,intel,8,ssd,integrated,0,5.0,9
5025,2023-09-23,2021-12-04,lenovo x270 i5 7300 8 256,manager_4,3089.0,3059.0,-30,False,False,False,2023.0,38.5,80.23376623376623,79.45454545454545,-0.7792207792207793,lenovo,laptop,i57300,intel,8,hdd,integrated,0,658.0,9
6592,2023-09-26,2023-09-06,lenovo 17 i5 9300 8 1tb ssd256 gtx1650,manager_2,16517.0,19900.0,3383,False,False,False,2023.0,38.5,429.012987012987,516.8831168831168,87.87012987012987,lenovo,laptop,i59300,intel,8,ssd,nvidia_gtx,1,20.0,9
6607,2023-09-26,2023-09-09,hp i5 1035g1 8 ssd256 mx250 tehn,manager_3,11180.0,14500.0,3320,False,False,False,2023.0,38.5,290.38961038961037,376.6233766233766,86.23376623376623,hp,laptop,i51035,intel,8,ssd,nvidia_mx,0,17.0,9
6200,2023-09-26,2023-02-15,lenovo n4200 4 500,manager_2,5092.0,6900.0,1808,False,False,False,2023.0,38.5,132.25974025974023,179.2207792207792,46.96103896103896,lenovo,laptop,unknown,other,,hdd,integrated,0,223.0,9
6569,2023-09-26,2023-08-31,dell allienware i7 6700 16 1tb ssd256 gtx 1060,manager_1,16517.0,22500.0,5983,False,False,False,2023.0,38.5,429.012987012987,584.4155844155844,155.4025974025974,dell,laptop,i76700,intel,16,ssd,nvidia_gtx,1,26.0,9
6627,2023-09-26,2023-09-18,lenovo 17 g780 b980 4 ssd240 gf635,unknown_manager,2300.0,4500.0,2200,False,False,False,2023.0,38.5,59.74025974025974,116.88311688311688,57.142857142857146,lenovo,laptop,unknown,other,4,ssd,integrated,0,8.0,9
6575,2023-09-26,2023-09-01,asus rog i7 7700hq 16 1tb ssd256 gtx1070 tehn,manager_3,16718.0,19400.0,2682,False,False,False,2023.0,38.5,434.23376623376623,503.8961038961039,69.66233766233766,asus,laptop,i77700,intel,16,ssd,nvidia_gtx,1,25.0,9
6631,2023-09-29,2023-09-19,hp cel 3050 4 ssd256,unknown_manager,2750.0,4700.0,1950,False,False,False,2023.0,38.5,71.42857142857143,122.07792207792208,50.64935064935065,hp,laptop,cel,intel,4,ssd,integrated,0,10.0,9
6609,2023-09-29,2023-09-13,lenovo cel 2957u 4 ssd256 rad r5 euro,manager_3,2753.0,5435.0,2682,False,False,False,2023.0,38.5,71.50649350649351,141.16883116883116,69.66233766233766,lenovo,laptop,cel,intel,4,ssd,amd_radeon,1,16.0,9
5767,2023-09-29,2022-09-14,hp 830 g5 14 i5 8 8 ssd128,manager_3,8988.0,9500.0,512,False,False,False,2023.0,38.5,233.45454545454547,246.7532467532467,13.2987012987013,hp,laptop,unknown,other,8,ssd,integrated,0,380.0,9
6599,2023-09-29,2023-09-08,asus c220 1 250,unknown_manager,500.0,1000.0,500,False,False,False,2023.0,38.5,12.987012987012989,25.974025974025977,12.987012987012989,asus,laptop,unknown,other,,hdd,integrated,0,21.0,9
6321,2023-09-29,2023-04-14,lenovo pen 5405 4 500 int,manager_2,4240.0,6900.0,2660,False,False,False,2023.0,38.5,110.12987012987011,179.2207792207792,69.0909090909091,lenovo,laptop,pen,intel,,hdd,integrated,0,168.0,9
5768,2023-09-30,2022-09-14,hp 830 g5 14 i5 8 8 ssd128,manager_3,9388.0,10500.0,1112,False,False,False,2023.0,38.5,243.84415584415584,272.72727272727275,28.883116883116884,hp,laptop,unknown,other,8,ssd,integrated,0,381.0,9
6593,2023-09-30,2023-09-06,macbook pro 13 2015 i5 8 128,manager_2,7295.0,12500.0,5205,False,False,False,2023.0,38.5,189.4805194805195,324.6753246753247,135.19480519480518,macbook,laptop,unknown,other,8,hdd,integrated,0,24.0,9
6625,2023-09-30,2023-09-18,asus cel 2830 4 500 int,manager_2,2888.0,4445.0,1557,False,False,False,2023.0,38.5,75.01298701298701,115.45454545454544,40.44155844155844,asus,laptop,cel,intel,,hdd,integrated,0,12.0,9
6475,2023-09-30,2023-07-03,lenovo thinkbook 14 ryzen 5 5500u 8 ssd256,manager_3,10100.0,15600.0,5500,False,False,False,2023.0,38.5,262.3376623376623,405.1948051948052,142.85714285714286,lenovo,laptop,ryzen55500,amd,8,ssd,integrated,0,89.0,9
6579,2023-09-30,2023-09-02,asus strix ryz 7 5800h 16 ssd 1tb rtx 3050ti,manager_1,27795.0,32900.0,5105,False,False,False,2023.0,38.5,721.9480519480519,854.5454545454545,132.5974025974026,asus,laptop,ryz75800,amd,16,ssd,nvidia_rtx,1,28.0,9
6558,2023-09-30,2023-08-27,xiaomi i5 8250u 8 ssd256 mx150 euroshop,manager_3,9869.0,12900.0,3031,False,False,False,2023.0,38.5,256.3376623376623,335.06493506493507,78.72727272727273,xiaomi,laptop,i58250,intel,8,ssd,nvidia_mx,0,34.0,9
6562,2023-09-30,2023-08-28,acer 14 i3 10110u 8 ssd256+ssd480 int,manager_3,8626.0,11000.0,2374,False,False,False,2023.0,38.5,224.05194805194805,285.7142857142857,61.66233766233766,acer,laptop,i310110,intel,8,ssd,integrated,0,33.0,9
6594,2023-09-30,2023-09-06,acer predator ryz 5 2600 16 ssd512 rad vega 56,manager_1,18566.0,24800.0,6234,False,False,False,2023.0,38.5,482.23376623376623,644.1558441558442,161.92207792207793,acer,laptop,ryz52600,amd,16,ssd,integrated,0,24.0,9
5629,2023-09-30,2022-08-29,acer 12 n5000 4 ssd64,manager_2,4102.0,5900.0,1798,False,False,False,2023.0,38.5,106.54545454545456,153.24675324675326,46.701298701298704,acer,laptop,unknown,other,12,ssd,integrated,0,397.0,9
6580,2023-09-30,2023-09-02,asus strix ryz 7 4800h 16 ssd512 rtx 3060,manager_1,30600.0,36500.0,5900,False,False,False,2023.0,38.5,794.8051948051948,948.051948051948,153.24675324675326,asus,laptop,ryz74800,amd,16,ssd,nvidia_rtx,1,28.0,9
6621,2023-10-02,2023-09-17,iphone 14 plus 128 tehn,unknown_manager,30600.0,30600.0,0,False,False,False,2023.0,38.5,794.8051948051948,794.8051948051948,0.0,unknown,other,unknown,other,,hdd,,0,15.0,10
6600,2023-10-03,2023-09-08,hp 17 a9 9420 16 ssd256 int,manager_2,5860.0,8500.0,2640,False,False,False,2023.0,38.5,152.2077922077922,220.7792207792208,68.57142857142857,hp,laptop,a9,amd,16,ssd,integrated,0,25.0,10
6519,2023-10-03,2023-07-31,ps 5 2 joy tehn,manager_3,15015.0,18800.0,3785,False,False,False,2023.0,38.5,390.0,488.31168831168833,98.31168831168831,unknown,console,unknown,other,,hdd,,0,64.0,10
6656,2023-10-03,2023-09-30,моноблок hp 24 i3 1135g4 8 ssd256,manager_2,10410.0,14500.0,4090,False,False,False,2023.0,38.5,270.38961038961037,376.6233766233766,106.23376623376625,unknown,all-in-one,i31135,intel,8,ssd,,0,3.0,10
6629,2023-10-03,2023-09-19,lenovo i3 1005g 8 ssd256 mx 330,manager_3,10481.0,12900.0,2419,False,False,False,2023.0,38.5,272.23376623376623,335.06493506493507,62.83116883116883,lenovo,laptop,i31005,intel,8,ssd,nvidia_mx,0,14.0,10
6206,2023-10-03,2023-02-18,hp 14 athlon 3050 4 128,manager_2,7910.0,8100.0,190,False,False,False,2023.0,38.5,205.45454545454547,210.3896103896104,4.935064935064935,hp,laptop,athlon,amd,4,hdd,integrated,0,227.0,10
6257,2023-10-03,2023-03-10,acer i5 10210u 8 ssd 1tb mx230,manager_2,14983.0,15200.0,217,False,False,False,2023.0,38.5,389.1688311688312,394.8051948051948,5.636363636363637,acer,laptop,i510210,intel,8,ssd,nvidia_mx,0,207.0,10
6654,2023-10-03,2023-09-30,acer swift 14 ryz 3 4300 8 ssd256 int,manager_3,8318.0,11900.0,3582,False,False,False,2023.0,38.5,216.05194805194805,309.09090909090907,93.03896103896103,acer,laptop,ryz34300,amd,8,ssd,integrated,0,3.0,10
6628,2023-10-05,2023-09-19,lenovo i5 8265u 8 ssd500 mx230,manager_3,9343.0,12365.0,3022,False,False,False,2023.0,38.5,242.67532467532467,321.16883116883116,78.49350649350649,lenovo,laptop,i58265,intel,8,ssd,nvidia_mx,0,16.0,10
6501,2023-10-05,2023-07-15,acer predator i7 7700 16 ssd1tb ssd128 gtx 1070 8gb,manager_2,20120.0,27500.0,7380,False,False,False,2023.0,38.5,522.5974025974026,714.2857142857143,191.6883116883117,acer,laptop,i77700,intel,8,ssd,nvidia_gtx,1,82.0,10
6361,2023-10-05,2023-04-28,lenovo n5000 8 500 rad 530,manager_2,6565.0,8800.0,2235,False,False,False,2023.0,38.5,170.5194805194805,228.57142857142856,58.05194805194805,lenovo,laptop,unknown,other,,hdd,integrated,0,160.0,10
6459,2023-10-05,2023-06-24,lenovo 14 ryzen 3pro 4450u 4 ssd256,manager_2,7090.0,9500.0,2410,False,False,False,2023.0,38.5,184.15584415584416,246.7532467532467,62.5974025974026,lenovo,laptop,unknown,other,4,ssd,integrated,0,103.0,10
,,,hp i5 1035g1 8 ssd256 int 3шт 8809,manager_2,8809.0,11000.0,2191,True,True,True,,,,,,hp,laptop,i51035,intel,8,ssd,integrated,0,,
6434,2023-10-05,2023-06-05,asus i3 6006 8 ssd500 gf920 burd,manager_1,6260.0,8300.0,2040,False,False,False,2023.0,38.5,162.5974025974026,215.5844155844156,52.98701298701299,asus,laptop,i36006,intel,8,ssd,integrated,0,122.0,10
6622,2023-10-05,2023-09-18,macbook air 13 2017 i5 8 ssd128,manager_2,7808.0,11500.0,3692,False,False,False,2023.0,38.5,202.8051948051948,298.7012987012987,95.8961038961039,macbook,laptop,unknown,other,8,ssd,integrated,0,17.0,10
6587,2023-10-05,2023-09-04,acer a10 9620p 16 ssd480 rad rx500,manager_2,7470.0,10500.0,3030,False,False,False,2023.0,38.5,194.025974025974,272.72727272727275,78.7012987012987,acer,laptop,a10,amd,16,ssd,amd_radeon,1,31.0,10
6605,2023-10-07,2023-09-09,dell g15 rayz 5 5600h 16 ssd512 rtx 3050,manager_1,19665.0,25500.0,5835,False,False,False,2023.0,38.5,510.7792207792208,662.3376623376623,151.55844155844156,dell,laptop,unknown,other,16,ssd,nvidia_rtx,1,28.0,10
6634,2023-10-07,2023-09-21,dell i7 7500 8 ssd500 rad r7 4gb,manager_2,5962.0,9500.0,3538,False,False,False,2023.0,38.5,154.85714285714286,246.7532467532467,91.8961038961039,dell,laptop,i77500,intel,4,ssd,amd_radeon,1,16.0,10
,,,hp i5 1035g1 8 ssd256 int 2шт 8809,manager_2,8809.0,10900.0,2091,True,True,True,,,,,,hp,laptop,i51035,intel,8,ssd,integrated,0,,
6651,2023-10-10,2023-09-29,hp i5 7300hq 16 ssd512 gtx 1050 tehn отказ 03.10,manager_3,13050.0,13050.0,0,False,False,False,2023.0,38.5,338.961038961039,338.961038961039,0.0,hp,laptop,i57300,intel,16,ssd,nvidia_gtx,1,11.0,10
,,,hp 11 n5000 4 ssd120 int 2шт,manager_2,3595.0,5400.0,1805,True,True,True,,,,,,hp,laptop,unknown,other,4,ssd,integrated,0,,
6555,2023-10-10,2023-08-24,asus 14 i3 1115g4 8 ssd256 int,manager_3,8626.0,10900.0,2274,False,False,False,2023.0,38.5,224.05194805194805,283.1168831168831,59.064935064935064,asus,laptop,i31115,intel,8,ssd,integrated,0,47.0,10
6630,2023-10-10,2023-09-19,dell n5000 4 ssd240 1tb int,manager_2,5244.0,7000.0,1756,False,False,False,2023.0,38.5,136.2077922077922,181.8181818181818,45.61038961038961,dell,laptop,unknown,other,4,ssd,integrated,0,21.0,10
6662,2023-10-10,2023-10-03,dell 14 i5 7200 8 ssd128,manager_2,5087.0,7000.0,1913,False,False,False,2023.0,38.5,132.12987012987014,181.8181818181818,49.688311688311686,dell,laptop,i57200,intel,8,ssd,integrated,0,7.0,10
6396,2023-10-10,2023-05-18,dell 14 i5 5300u 8 ssd128,unknown_manager,4000.0,6000.0,2000,False,False,False,2023.0,38.5,103.8961038961039,155.84415584415584,51.94805194805195,dell,laptop,i55300,intel,8,ssd,integrated,0,145.0,10
6606,2023-10-12,2023-09-09,macbook pro 2015 8 ssd120 6100,manager_3,8523.0,10900.0,2377,False,False,False,2023.0,38.5,221.37662337662337,283.1168831168831,61.74025974025974,macbook,laptop,unknown,other,8,ssd,integrated,0,33.0,10
6617,2023-10-12,2023-09-14,asus tuf i5 11300h 16 ssd512 rtx3060,manager_1,26540.0,33000.0,6460,False,False,False,2023.0,38.5,689.3506493506494,857.1428571428571,167.7922077922078,asus,laptop,i511300,intel,16,ssd,nvidia_rtx,1,28.0,10
6642,2023-10-14,2023-09-26,macbook air 13 2014 i5 4 ssd128,manager_2,5757.0,7800.0,2043,False,False,False,2023.0,38.5,149.53246753246754,202.5974025974026,53.064935064935064,macbook,laptop,unknown,other,4,ssd,integrated,0,18.0,10
6660,2023-10-14,2023-10-03,acer nitro i5 8300 8 1tb ssd128 gtx 1050,unknown_manager,13000.0,15900.0,2900,False,False,False,2023.0,38.5,337.6623376623377,412.987012987013,75.32467532467533,acer,laptop,i58300,intel,8,ssd,nvidia_gtx,1,11.0,10
6650,2023-10-14,2023-09-29,asus i5 10300h 16 ssd512 gtx1650 tehn,manager_3,18445.0,21900.0,3455,False,False,False,2023.0,38.5,479.09090909090907,568.8311688311688,89.74025974025975,asus,laptop,i510300,intel,16,ssd,nvidia_gtx,1,15.0,10
6674,2023-10-14,2023-10-12,acer 17 i5 10300h 32 1tb ssd256 gtx 1650ti,unknown_manager,18000.0,21275.0,3275,False,False,False,2023.0,38.5,467.53246753246754,552.5974025974026,85.06493506493507,acer,laptop,i510300,intel,32,ssd,nvidia_gtx,1,2.0,10
5769,2023-10-14,2022-09-14,hp 830 g5 14 i5 8 8 ssd128,manager_3,9388.0,10700.0,1312,False,False,False,2023.0,38.5,243.84415584415584,277.9220779220779,34.077922077922075,hp,laptop,unknown,other,8,ssd,integrated,0,395.0,10
6645,2023-10-14,2023-09-29,hp 11 n5000 4 ssd120 int 1шт,manager_2,3700.0,5900.0,2200,False,False,False,2023.0,38.5,96.1038961038961,153.24675324675326,57.142857142857146,hp,laptop,unknown,other,4,ssd,integrated,0,15.0,10
5787,2023-10-17,2022-09-20,asus 11 cel 847 2 hdd250 int ремонт,unknown_manager,2700.0,1500.0,-1200,False,False,False,2023.0,38.5,70.12987012987013,38.96103896103896,-31.16883116883117,asus,laptop,cel,intel,2,hdd,integrated,0,392.0,10
6653,2023-10-17,2023-09-29,lenovo i5 11320h 16 ssd512 rtx3050 tehn,manager_3,22235.0,26300.0,4065,False,False,False,2023.0,38.5,577.5324675324675,683.1168831168832,105.58441558441558,lenovo,laptop,i511320,intel,16,ssd,nvidia_rtx,1,18.0,10
5770,2023-10-17,2022-09-14,hp 830 g5 14 i5 8 8 ssd 128 без з/у,manager_3,9128.0,10700.0,1572,False,False,False,2023.0,38.5,237.0909090909091,277.9220779220779,40.83116883116883,hp,laptop,unknown,other,8,ssd,integrated,0,398.0,10
6649,2023-10-17,2023-09-29,lenovo 12 n4120 4 ssd64,manager_2,3400.0,4900.0,1500,False,False,False,2023.0,38.5,88.31168831168831,127.27272727272728,38.96103896103896,lenovo,laptop,unknown,other,12,ssd,integrated,0,18.0,10
6676,2023-10-17,2023-10-12,huawei matebook d14 i3 10110 8 ssd256 int,manager_3,8831.0,11000.0,2169,False,False,False,2023.0,38.5,229.37662337662337,285.7142857142857,56.33766233766234,huawei,laptop,i310110,intel,8,ssd,integrated,0,5.0,10
6616,2023-10-20,2023-09-14,acer swift 14 ryz 3 3200 8 ssd256 int,manager_2,8318.0,10500.0,2182,False,False,False,2023.0,38.5,216.05194805194805,272.72727272727275,56.675324675324674,acer,laptop,ryz33200,amd,8,ssd,integrated,0,36.0,10
6608,2023-10-20,2023-09-09,asus pen 42004 500 gf810,manager_3,2368.0,4900.0,2532,False,False,False,2023.0,38.5,61.506493506493506,127.27272727272728,65.76623376623377,asus,laptop,pen,intel,,hdd,integrated,0,41.0,10
6604,2023-10-20,2023-09-09,asus 4417u 4 ssd256 mx110,manager_3,7293.0,10500.0,3207,False,False,False,2023.0,38.5,189.42857142857144,272.72727272727275,83.2987012987013,asus,laptop,unknown,other,4,ssd,nvidia_mx,0,41.0,10
6658,2023-10-20,2023-09-30,acer nitro ryz 5 4600 16 ssd512 gtx1650ti,unknown_manager,17500.0,20681.0,3181,False,False,False,2023.0,38.5,454.54545454545456,537.1688311688312,82.62337662337663,acer,laptop,ryz54600,amd,16,ssd,nvidia_gtx,1,20.0,10
6688,2023-10-20,2023-10-18,msi 17 i7 7850h 16 1tb ssd256 gtx 1060,unknown_manager,12000.0,18500.0,6500,False,False,False,2023.0,38.5,311.68831168831167,480.5194805194805,168.83116883116884,msi,laptop,i77850,intel,16,ssd,nvidia_gtx,1,2.0,10
6680,2023-10-20,2023-10-14,macbook pro 15 2015 i7 16 ssd256,manager_3,9858.0,13500.0,3642,False,False,False,2023.0,38.5,256.05194805194805,350.64935064935065,94.5974025974026,macbook,laptop,unknown,other,16,ssd,integrated,0,6.0,10
6633,2023-10-20,2023-09-21,lenovo ryzen 5 4500u 16 ssd256 int,manager_3,9651.0,12761.0,3110,False,False,False,2023.0,38.5,250.67532467532467,331.45454545454544,80.77922077922078,lenovo,laptop,ryzen54500,amd,16,ssd,integrated,0,29.0,10
6665,2023-10-20,2023-10-05,lenovo ryz 3 5300u 16 ssd256 int,manager_3,9856.0,12500.0,2644,False,False,False,2023.0,38.5,256.0,324.6753246753247,68.67532467532467,lenovo,laptop,ryz35300,amd,16,ssd,integrated,0,15.0,10
6640,2023-10-20,2023-09-26,lenovo x270 i5 6300u 8 ssd256 int,manager_2,4835.0,6900.0,2065,False,False,False,2023.0,38.5,125.58441558441558,179.2207792207792,53.63636363636363,lenovo,laptop,i56300,intel,8,ssd,integrated,0,24.0,10
6678,2023-10-20,2023-10-14,моноблок hp 22 ryz 5 4500u 8 ssd256 int,manager_2,10441.0,15500.0,5059,False,False,False,2023.0,38.5,271.1948051948052,402.5974025974026,131.4025974025974,unknown,all-in-one,ryz54500,amd,8,ssd,,0,6.0,10
6679,2023-10-20,2023-10-14,моноблок asus 24 i3 10110u 8 ssd256 int,manager_2,9858.0,14500.0,4642,False,False,False,2023.0,38.5,256.05194805194805,376.6233766233766,120.57142857142856,unknown,all-in-one,i310110,intel,8,ssd,,0,6.0,10
6695,2023-10-20,2023-10-20,lenovo i5 7300h 8 512 1050,manager_3,13050.0,13050.0,0,False,False,False,2023.0,38.5,338.961038961039,338.961038961039,0.0,lenovo,laptop,i57300,intel,8,hdd,integrated,0,0.0,10
6586,2023-10-21,2023-09-04,acer i5 10210u 8 ssd 256 mx230,manager_3,9885.0,12900.0,3015,False,False,False,2023.0,38.5,256.75324675324674,335.06493506493507,78.31168831168831,acer,laptop,i510210,intel,8,ssd,nvidia_mx,0,47.0,10
6683,2023-10-21,2023-10-17,asus n3710 4 500 int,manager_2,2966.0,4900.0,1934,False,False,False,2023.0,38.5,77.03896103896103,127.27272727272728,50.23376623376623,asus,laptop,unknown,other,,hdd,integrated,0,4.0,10
6409,2023-10-21,2023-05-26,acer a10 4 500 rad r7,manager_2,4447.0,6500.0,2053,False,False,False,2023.0,38.5,115.50649350649353,168.83116883116884,53.324675324675326,acer,laptop,a10,amd,4,hdd,amd_radeon,1,148.0,10
6689,2023-10-24,2023-10-18,hp a9 9420 8 ssd256 int euro,unknown_manager,300.0,,-300,False,False,False,2023.0,38.5,7.792207792207792,,-7.792207792207792,hp,laptop,a9,amd,8,ssd,integrated,0,6.0,10
6636,2023-10-24,2023-09-23,hp 17 i5 8300h 12 ssd256 1050 tehn отказ 30.09,manager_3,14490.0,14490.0,0,False,False,False,2023.0,38.5,376.3636363636364,376.3636363636364,0.0,hp,laptop,i58300,intel,12,ssd,integrated,0,31.0,10
6263,2023-10-24,2023-03-17,lenovo i7 4702 4 1tb gf740 tehn,manager_3,7713.0,8801.0,1088,False,False,False,2023.0,38.5,200.33766233766235,228.5974025974026,28.25974025974026,lenovo,laptop,i74702,intel,4,hdd,integrated,0,221.0,10
6684,2023-10-24,2023-10-17,asus n3540 8 ssd120 int,manager_2,3985.0,6000.0,2015,False,False,False,2023.0,38.5,103.50649350649353,155.84415584415584,52.33766233766234,asus,laptop,unknown,other,8,ssd,integrated,0,7.0,10
6652,2023-10-24,2023-09-29,asus i5 9300 16 ssd1tb+ssd256 gtx1650 tehn,manager_3,16868.0,20900.0,4032,False,False,False,2023.0,38.5,438.12987012987014,542.8571428571429,104.72727272727272,asus,laptop,i59300,intel,16,ssd,nvidia_gtx,1,25.0,10
6572,2023-10-24,2023-09-01,acer a8 4500 4 500 rad 7600 tehn,manager_3,3346.0,5400.0,2054,False,False,False,2023.0,38.5,86.9090909090909,140.25974025974023,53.35064935064935,acer,laptop,a8,amd,4,hdd,integrated,0,53.0,10
6673,2023-10-24,2023-10-10,dell i7 8750 16 1tb ssd128 gtx 1060,manager_2,16520.0,20500.0,3980,False,False,False,2023.0,38.5,429.09090909090907,532.4675324675325,103.37662337662336,dell,laptop,i78750,intel,16,ssd,nvidia_gtx,1,14.0,10
6685,2023-10-26,2023-10-17,lenovo i5 5200u 4 ssd128 int,manager_2,4733.0,6300.0,1567,False,False,False,2023.0,38.5,122.93506493506491,163.63636363636363,40.701298701298704,lenovo,laptop,i55200,intel,4,ssd,integrated,0,9.0,10
6666,2023-10-26,2023-10-05,lenovo i7 6500u 16 ssd240 rad r7 370,unknown_manager,6500.0,8100.0,1600,False,False,False,2023.0,38.5,168.83116883116884,210.3896103896104,41.55844155844156,lenovo,laptop,i76500,intel,16,ssd,amd_radeon,1,21.0,10
6615,2023-10-31,2023-09-14,dell i5 8265 8 ssd256 rad 520,manager_3,8299.0,10900.0,2601,False,False,False,2023.0,38.5,215.55844155844156,283.1168831168831,67.55844155844156,dell,laptop,i58265,intel,8,ssd,integrated,0,47.0,10
6707,2023-10-31,2023-10-24,lenovo t460 14 i5 6440hq 4 ssd256,manager_2,5040.0,6700.0,1660,False,False,False,2023.0,38.5,130.9090909090909,174.02597402597402,43.11688311688312,lenovo,laptop,i56440,intel,4,ssd,integrated,0,7.0,10
6530,2023-10-31,2023-08-09,моноблок 22 lenovo pen g3220t 8 500,manager_2,2728.0,3851.0,1123,False,False,False,2023.0,38.5,70.85714285714286,100.02597402597402,29.16883116883117,unknown,all-in-one,pen,intel,,hdd,,0,83.0,10
6691,2023-10-31,2023-10-19,lenovo ryz 7 4800 32 ssd512 gtx 1650ti,manager_1,18054.0,23900.0,5846,False,False,False,2023.0,38.5,468.935064935065,620.7792207792207,151.84415584415584,lenovo,laptop,ryz74800,amd,32,ssd,nvidia_gtx,1,12.0,10
6690,2023-10-31,2023-10-19,dell vostro i3 10110 8 ssd256 int,manager_2,7500.0,9500.0,2000,False,False,False,2023.0,38.5,194.8051948051948,246.7532467532467,51.94805194805195,dell,laptop,i310110,intel,8,ssd,integrated,0,12.0,10
6700,2023-10-31,2023-10-21,lenovo 14 pen n5030 4 ssd256 tehn pavelотказ 28.10,manager_3,5335.0,5335.0,0,False,False,False,2023.0,38.5,138.57142857142858,138.57142857142858,0.0,lenovo,laptop,pen,intel,4,ssd,integrated,0,10.0,10
6699,2023-10-31,2023-10-21,asus cel 4020 4 ssd256 tehn pavel karta,manager_3,4959.0,7200.0,2241,False,False,False,2023.0,38.5,128.80519480519482,187.01298701298705,58.20779220779221,asus,laptop,cel,intel,4,ssd,integrated,0,10.0,10
6708,2023-10-31,2023-10-24,asus n4200 4 ssd120 int,manager_2,3195.0,5900.0,2705,False,False,False,2023.0,38.5,82.98701298701299,153.24675324675326,70.25974025974025,asus,laptop,unknown,other,4,ssd,integrated,0,7.0,10
6692,2023-10-31,2023-10-19,hp pent 3710 4 1tb rad 520,manager_2,2888.0,5700.0,2812,False,False,False,2023.0,38.5,75.01298701298701,148.05194805194805,73.03896103896103,hp,laptop,unknown,other,,hdd,integrated,0,12.0,10
6706,2023-10-31,2023-10-24,asus i5 7300hq 16 ssd256 gtx 1050,unknown_manager,11500.0,14900.0,3400,False,False,False,2023.0,38.5,298.7012987012987,387.012987012987,88.31168831168831,asus,laptop,i57300,intel,16,ssd,nvidia_gtx,1,7.0,10
6523,2023-10-31,2023-08-02,lenovo i3 10110u 8 1tb mx330,manager_3,10370.0,13000.0,2630,False,False,False,2023.0,38.5,269.35064935064935,337.6623376623377,68.31168831168831,lenovo,laptop,i310110,intel,8,hdd,nvidia_mx,0,90.0,10
6698,2023-10-31,2023-10-21,lenovo 14 cel 4020 4 ssd64 tehn pavel karta,manager_3,3602.0,5700.0,2098,False,False,False,2023.0,38.5,93.55844155844156,148.05194805194805,54.493506493506494,lenovo,laptop,cel,intel,4,ssd,integrated,0,10.0,10
